profile_id,role_category,skills,skill_count,experience_years,source,raw_skills,normalized_skills,normalized_experience
SYN_1217,Product Manager,"['JIRA', 'Customer Discovery', 'Problem Solving', 'Leadership', 'Prioritization', 'Time Management', 'Data Analysis', 'MVP']",8,5-8,Synthetic,"['JIRA', 'Customer Discovery', 'Problem Solving', 'Leadership', 'Prioritization', 'Time Management', 'Data Analysis', 'MVP']","['Jira', 'Customer Discovery', 'Problem Solving', 'Leadership', 'Prioritization', 'Time Management', 'Data Science', 'Mvp']",Senior Level (5-8 years)
SYN_1218,Database Administrator,"['Sharding', 'Scripting', 'Leadership', 'High Availability', 'Performance Tuning', 'Monitoring', 'SQL', 'MySQL', 'Backup Recovery', 'Query Optimization', 'Adaptability', 'Database Security']",11,8+,Synthetic,"['Sharding', 'Scripting', 'Leadership', 'High Availability', 'Performance Tuning', 'Monitoring', 'SQL', 'MySQL', 'Backup Recovery', 'Query Optimization', 'Adaptability', 'Database Security']","['Sharding', 'Scripting', 'Leadership', 'Machine Learning', 'Performance Tuning', 'Monitoring', 'SQL', 'Backup Recovery', 'Query Optimization', 'Adaptability', 'Database Security']",Lead Level (8+ years)
SYN_1219,DevOps Engineer,"['Scripting', 'Leadership', 'CI/CD', 'Monitoring', 'Critical Thinking', 'Terraform', 'Adaptability', 'Git', 'Docker']",9,0-2,Synthetic,"['Scripting', 'Leadership', 'CI/CD', 'Monitoring', 'Critical Thinking', 'Terraform', 'Adaptability', 'Git', 'Docker']","['Scripting', 'Leadership', 'Ci/Cd', 'Monitoring', 'Critical Thinking', 'Terraform', 'Adaptability', 'Git', 'Docker']",Entry Level (0-2 years)
SYN_1220,Backend Developer,"['Django', 'Node.js', 'Database Design', 'Communication', 'SQL', 'Critical Thinking', 'Authentication', 'Creativity', 'Spring Boot', 'Docker']",10,0-2,Synthetic,"['Django', 'Node.js', 'Database Design', 'Communication', 'SQL', 'Critical Thinking', 'Authentication', 'Creativity', 'Spring Boot', 'Docker']","['Django', 'Node.js', 'Database Design', 'Communication', 'SQL', 'Critical Thinking', 'Authentication', 'Creativity', 'Java', 'Docker']",Entry Level (0-2 years)
SYN_1221,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'Leadership', 'Algorithms', 'JavaScript', 'Version Control', 'Documentation', 'REST APIs', 'Adaptability', 'Git']",10,3-5,Synthetic,"['Debugging', 'Java', 'Problem Solving', 'Leadership', 'Algorithms', 'JavaScript', 'Version Control', 'Documentation', 'REST APIs', 'Adaptability', 'Git']","['Debugging', 'Java', 'Problem Solving', 'Leadership', 'Algorithms', 'JavaScript', 'Git', 'Documentation', 'Rest Apis', 'Adaptability']",Mid Level (3-5 years)
SYN_1222,Product Manager,"['Stakeholder Management', 'Leadership', 'Communication', 'Product Metrics', 'Time Management', 'Data Analysis', 'User Research', 'Agile', 'MVP', 'Product Strategy']",10,3-5,Synthetic,"['Stakeholder Management', 'Leadership', 'Communication', 'Product Metrics', 'Time Management', 'Data Analysis', 'User Research', 'Agile', 'MVP', 'Product Strategy']","['Stakeholder Management', 'Leadership', 'Communication', 'Product Metrics', 'Time Management', 'Data Science', 'User Research', 'Agile', 'Mvp', 'Product Strategy']",Mid Level (3-5 years)
SYN_1223,Cybersecurity Analyst,"['SIEM', 'Compliance', 'Risk Assessment', 'Python', 'ISO 27001', 'Communication', 'Network Security', 'Security Audits', 'NIST', 'Creativity', 'Cryptography', 'Wireshark']",12,3-5,Synthetic,"['SIEM', 'Compliance', 'Risk Assessment', 'Python', 'ISO 27001', 'Communication', 'Network Security', 'Security Audits', 'NIST', 'Creativity', 'Cryptography', 'Wireshark']","['Siem', 'Compliance', 'Risk Assessment', 'Python', 'Iso 27001', 'Communication', 'Network Security', 'TypeScript', 'Nist', 'Creativity', 'Cryptography', 'Wireshark']",Mid Level (3-5 years)
SYN_1224,Data Analyst,"['Problem Solving', 'Communication', 'Python', 'Excel', 'Tableau', 'Reporting', 'Time Management', 'Creativity', 'Business Intelligence', 'Power BI', 'Data Cleaning']",11,8+,Synthetic,"['Problem Solving', 'Communication', 'Python', 'Excel', 'Tableau', 'Reporting', 'Time Management', 'Creativity', 'Business Intelligence', 'Power BI', 'Data Cleaning']","['Problem Solving', 'Communication', 'Python', 'Excel', 'Tableau', 'Reporting', 'Time Management', 'Creativity', 'Business Intelligence', 'Power BI', 'Data Cleaning']",Lead Level (8+ years)
SYN_1225,Data Scientist,"['Pandas', 'NumPy', 'PyTorch', 'SQL', 'Tableau', 'Time Management', 'Creativity', 'TensorFlow', 'Teamwork']",9,5-8,Synthetic,"['Pandas', 'NumPy', 'PyTorch', 'SQL', 'Tableau', 'Time Management', 'Creativity', 'TensorFlow', 'Teamwork']","['Pandas', 'NumPy', 'PyTorch', 'SQL', 'Tableau', 'Time Management', 'Creativity', 'TensorFlow', 'Teamwork']",Senior Level (5-8 years)
SYN_1226,Frontend Developer,"['JavaScript', 'Teamwork', 'Time Management', 'HTML', 'TypeScript', 'Vue.js', 'Testing', 'Tailwind CSS']",7,8+,Synthetic,"['JavaScript', 'Teamwork', 'Time Management', 'HTML', 'TypeScript', 'Vue.js', 'Testing', 'Tailwind CSS']","['JavaScript', 'Teamwork', 'Time Management', 'HTML/CSS', 'TypeScript', 'Vue.js', 'Testing']",Lead Level (8+ years)
SYN_1227,Cloud Engineer,"['Leadership', 'Monitoring', 'Teamwork', 'Time Management', 'Terraform', 'Kubernetes', 'CloudFormation', 'Infrastructure as Code', 'Docker']",9,0-2,Synthetic,"['Leadership', 'Monitoring', 'Teamwork', 'Time Management', 'Terraform', 'Kubernetes', 'CloudFormation', 'Infrastructure as Code', 'Docker']","['Leadership', 'Monitoring', 'Teamwork', 'Time Management', 'Terraform', 'Kubernetes', 'Cloudformation', 'Infrastructure As Code', 'Docker']",Entry Level (0-2 years)
SYN_1228,Software Developer,"['Debugging', 'Linux', 'Leadership', 'Algorithms', 'Critical Thinking', 'Version Control', 'REST APIs', 'Adaptability', 'Testing', 'Data Structures']",10,3-5,Synthetic,"['Debugging', 'Linux', 'Leadership', 'Algorithms', 'Critical Thinking', 'Version Control', 'REST APIs', 'Adaptability', 'Testing', 'Data Structures']","['Debugging', 'Linux', 'Leadership', 'Algorithms', 'Critical Thinking', 'Git', 'Rest Apis', 'Adaptability', 'Testing', 'Data Structures']",Mid Level (3-5 years)
SYN_1229,Full Stack Developer,"['Python', 'JavaScript', 'Critical Thinking', 'HTML/CSS', 'TypeScript', 'Adaptability', 'Git', 'Docker']",8,3-5,Synthetic,"['Python', 'JavaScript', 'Critical Thinking', 'HTML/CSS', 'TypeScript', 'Adaptability', 'Git', 'Docker']","['Python', 'JavaScript', 'Critical Thinking', 'HTML/CSS', 'TypeScript', 'Adaptability', 'Git', 'Docker']",Mid Level (3-5 years)
SYN_1230,Software Developer,"['Leadership', 'Python', 'Algorithms', 'JavaScript', 'Version Control', 'Time Management', 'Documentation', 'Creativity', 'Testing', 'Git', 'Object-Oriented Programming']",10,0-2,Synthetic,"['Leadership', 'Python', 'Algorithms', 'JavaScript', 'Version Control', 'Time Management', 'Documentation', 'Creativity', 'Testing', 'Git', 'Object-Oriented Programming']","['Leadership', 'Python', 'Algorithms', 'JavaScript', 'Git', 'Time Management', 'Documentation', 'Creativity', 'Testing', 'Object-Oriented Programming']",Entry Level (0-2 years)
SYN_1231,QA Tester,"['JIRA', 'Test Automation', 'Manual Testing', 'Communication', 'SQL', 'Test Planning', 'Agile Testing', 'Adaptability', 'Git', 'Performance Testing', 'Cypress']",11,0-2,Synthetic,"['JIRA', 'Test Automation', 'Manual Testing', 'Communication', 'SQL', 'Test Planning', 'Agile Testing', 'Adaptability', 'Git', 'Performance Testing', 'Cypress']","['Jira', 'Test Automation', 'Manual Testing', 'Communication', 'SQL', 'Test Planning', 'Agile Testing', 'Adaptability', 'Git', 'Performance Testing', 'Cypress']",Entry Level (0-2 years)
SYN_1232,Mobile Developer,"['Mobile UI', 'Android', 'Kotlin', 'Leadership', 'Problem Solving', 'Firebase', 'REST APIs', 'Adaptability', 'Testing', 'React Native', 'UX Design']",11,8+,Synthetic,"['Mobile UI', 'Android', 'Kotlin', 'Leadership', 'Problem Solving', 'Firebase', 'REST APIs', 'Adaptability', 'Testing', 'React Native', 'UX Design']","['Mobile Ui', 'Android', 'Kotlin', 'Leadership', 'Problem Solving', 'Firebase', 'Rest Apis', 'Adaptability', 'Testing', 'React Native', 'Ux Design']",Lead Level (8+ years)
SYN_1233,Backend Developer,"['Java', 'Communication', 'Python', 'Leadership', 'Redis', 'Authentication', 'Spring Boot', 'Node.js']",7,3-5,Synthetic,"['Java', 'Communication', 'Python', 'Leadership', 'Redis', 'Authentication', 'Spring Boot', 'Node.js']","['Java', 'Communication', 'Python', 'Leadership', 'Redis', 'Authentication', 'Node.js']",Mid Level (3-5 years)
SYN_1234,Cloud Engineer,"['Networking', 'Serverless', 'AWS', 'Linux', 'Azure', 'Google Cloud', 'Monitoring', 'Teamwork', 'Time Management', 'Terraform', 'Security', 'Infrastructure as Code']",12,5-8,Synthetic,"['Networking', 'Serverless', 'AWS', 'Linux', 'Azure', 'Google Cloud', 'Monitoring', 'Teamwork', 'Time Management', 'Terraform', 'Security', 'Infrastructure as Code']","['C#', 'Serverless', 'AWS', 'Linux', 'Azure', 'Google Cloud', 'Monitoring', 'Teamwork', 'Time Management', 'Terraform', 'Security', 'Infrastructure As Code']",Senior Level (5-8 years)
SYN_1235,QA Tester,"['API Testing', 'JIRA', 'Problem Solving', 'Test Automation', 'Jenkins', 'Regression Testing', 'Leadership', 'SQL', 'Agile Testing', 'Adaptability', 'Bug Tracking']",11,0-2,Synthetic,"['API Testing', 'JIRA', 'Problem Solving', 'Test Automation', 'Jenkins', 'Regression Testing', 'Leadership', 'SQL', 'Agile Testing', 'Adaptability', 'Bug Tracking']","['Api Testing', 'Jira', 'Problem Solving', 'Test Automation', 'Jenkins', 'Regression Testing', 'Leadership', 'SQL', 'Agile Testing', 'Adaptability', 'Bug Tracking']",Entry Level (0-2 years)
SYN_1236,DevOps Engineer,"['AWS', 'Jenkins', 'Critical Thinking', 'Terraform', 'Adaptability', 'Creativity', 'Kubernetes', 'Git', 'Docker']",9,0-2,Synthetic,"['AWS', 'Jenkins', 'Critical Thinking', 'Terraform', 'Adaptability', 'Creativity', 'Kubernetes', 'Git', 'Docker']","['AWS', 'Jenkins', 'Critical Thinking', 'Terraform', 'Adaptability', 'Creativity', 'Kubernetes', 'Git', 'Docker']",Entry Level (0-2 years)
SYN_1237,Frontend Developer,"['UI/UX Principles', 'CSS', 'Problem Solving', 'Angular', 'Next.js', 'Time Management', 'Webpack', 'REST APIs', 'Creativity', 'Git', 'Tailwind CSS']",10,0-2,Synthetic,"['UI/UX Principles', 'CSS', 'Problem Solving', 'Angular', 'Next.js', 'Time Management', 'Webpack', 'REST APIs', 'Creativity', 'Git', 'Tailwind CSS']","['Ui/Ux Principles', 'HTML/CSS', 'Problem Solving', 'Angular', 'JavaScript', 'Time Management', 'Webpack', 'Rest Apis', 'Creativity', 'Git']",Entry Level (0-2 years)
SYN_1238,Database Administrator,"['Scripting', 'Linux', 'Database Design', 'Leadership', 'Monitoring', 'SQL', 'PostgreSQL', 'MySQL', 'Query Optimization', 'Creativity', 'Database Security']",10,3-5,Synthetic,"['Scripting', 'Linux', 'Database Design', 'Leadership', 'Monitoring', 'SQL', 'PostgreSQL', 'MySQL', 'Query Optimization', 'Creativity', 'Database Security']","['Scripting', 'Linux', 'Database Design', 'Leadership', 'Monitoring', 'SQL', 'PostgreSQL', 'Query Optimization', 'Creativity', 'Database Security']",Mid Level (3-5 years)
SYN_1239,Data Scientist,"['Pandas', 'Data Visualization', 'Scikit-learn', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Machine Learning', 'Statistics', 'Time Management', 'Creativity']",11,5-8,Synthetic,"['Pandas', 'Data Visualization', 'Scikit-learn', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Machine Learning', 'Statistics', 'Time Management', 'Creativity']","['Pandas', 'Data Visualization', 'Scikit-Learn', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Machine Learning', 'Statistics', 'Time Management', 'Creativity']",Senior Level (5-8 years)
SYN_1240,Mobile Developer,"['Java', 'Kotlin', 'Flutter', 'Leadership', 'Communication', 'App Store Deployment', 'Swift', 'Creativity', 'Mobile UI', 'UX Design']",10,5-8,Synthetic,"['Java', 'Kotlin', 'Flutter', 'Leadership', 'Communication', 'App Store Deployment', 'Swift', 'Creativity', 'Mobile UI', 'UX Design']","['Java', 'Kotlin', 'Flutter', 'Leadership', 'Communication', 'App Store Deployment', 'Swift', 'Creativity', 'Mobile Ui', 'Ux Design']",Senior Level (5-8 years)
SYN_1241,Cybersecurity Analyst,"['Vulnerability Scanning', 'Risk Assessment', 'Python', 'Leadership', 'Communication', 'Security Audits', 'Time Management', 'Firewalls', 'Cryptography', 'Wireshark']",10,3-5,Synthetic,"['Vulnerability Scanning', 'Risk Assessment', 'Python', 'Leadership', 'Communication', 'Security Audits', 'Time Management', 'Firewalls', 'Cryptography', 'Wireshark']","['Vulnerability Scanning', 'Risk Assessment', 'Python', 'Leadership', 'Communication', 'TypeScript', 'Time Management', 'Firewalls', 'Cryptography', 'Wireshark']",Mid Level (3-5 years)
SYN_1242,DevOps Engineer,"['Scripting', 'Communication', 'Python', 'CI/CD', 'Prometheus', 'Monitoring', 'Time Management', 'Kubernetes', 'Grafana', 'Git', 'Teamwork']",11,8+,Synthetic,"['Scripting', 'Communication', 'Python', 'CI/CD', 'Prometheus', 'Monitoring', 'Time Management', 'Kubernetes', 'Grafana', 'Git', 'Teamwork']","['Scripting', 'Communication', 'Python', 'Ci/Cd', 'Prometheus', 'Monitoring', 'Time Management', 'Kubernetes', 'Grafana', 'Git', 'Teamwork']",Lead Level (8+ years)
SYN_1243,Frontend Developer,"['UI/UX Principles', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Critical Thinking', 'HTML', 'Webpack', 'TypeScript', 'REST APIs', 'Creativity', 'Vue.js']",12,0-2,Synthetic,"['UI/UX Principles', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Critical Thinking', 'HTML', 'Webpack', 'TypeScript', 'REST APIs', 'Creativity', 'Vue.js']","['Ui/Ux Principles', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Critical Thinking', 'HTML/CSS', 'Webpack', 'TypeScript', 'Rest Apis', 'Creativity', 'Vue.js']",Entry Level (0-2 years)
SYN_1244,Data Analyst,"['Problem Solving', 'Communication', 'Excel', 'Statistics', 'Reporting', 'Critical Thinking', 'ETL', 'Power BI', 'Adaptability', 'Data Cleaning', 'Teamwork']",11,5-8,Synthetic,"['Problem Solving', 'Communication', 'Excel', 'Statistics', 'Reporting', 'Critical Thinking', 'ETL', 'Power BI', 'Adaptability', 'Data Cleaning', 'Teamwork']","['Problem Solving', 'Communication', 'Excel', 'Statistics', 'Reporting', 'Critical Thinking', 'Etl', 'Power BI', 'Adaptability', 'Data Cleaning', 'Teamwork']",Senior Level (5-8 years)
SYN_1245,Database Administrator,"['Replication', 'Scripting', 'Database Design', 'Leadership', 'Monitoring', 'MySQL', 'Query Optimization', 'Creativity', 'MongoDB', 'PostgreSQL', 'Teamwork']",11,0-2,Synthetic,"['Replication', 'Scripting', 'Database Design', 'Leadership', 'Monitoring', 'MySQL', 'Query Optimization', 'Creativity', 'MongoDB', 'PostgreSQL', 'Teamwork']","['Replication', 'Scripting', 'Database Design', 'Leadership', 'Monitoring', 'SQL', 'Query Optimization', 'Creativity', 'MongoDB', 'PostgreSQL', 'Teamwork']",Entry Level (0-2 years)
SYN_1246,Software Developer,"['Linux', 'Debugging', 'Problem Solving', 'Algorithms', 'SQL', 'JavaScript', 'Time Management', 'REST APIs', 'Agile', 'Data Structures', 'Testing', 'Object-Oriented Programming']",12,5-8,Synthetic,"['Linux', 'Debugging', 'Problem Solving', 'Algorithms', 'SQL', 'JavaScript', 'Time Management', 'REST APIs', 'Agile', 'Data Structures', 'Testing', 'Object-Oriented Programming']","['Linux', 'Debugging', 'Problem Solving', 'Algorithms', 'SQL', 'JavaScript', 'Time Management', 'Rest Apis', 'Agile', 'Data Structures', 'Testing', 'Object-Oriented Programming']",Senior Level (5-8 years)
SYN_1247,Cybersecurity Analyst,"['SIEM', 'Vulnerability Scanning', 'Linux', 'Compliance', 'ISO 27001', 'Python', 'Network Security', 'Time Management', 'Firewalls', 'Penetration Testing', 'Teamwork']",11,3-5,Synthetic,"['SIEM', 'Vulnerability Scanning', 'Linux', 'Compliance', 'ISO 27001', 'Python', 'Network Security', 'Time Management', 'Firewalls', 'Penetration Testing', 'Teamwork']","['Siem', 'Vulnerability Scanning', 'Linux', 'Compliance', 'Iso 27001', 'Python', 'Network Security', 'Time Management', 'Firewalls', 'Penetration Testing', 'Teamwork']",Mid Level (3-5 years)
SYN_1248,Data Scientist,"['Pandas', 'NumPy', 'Communication', 'Python', 'Tableau', 'Statistics', 'Big Data', 'Deep Learning', 'Time Management']",9,0-2,Synthetic,"['Pandas', 'NumPy', 'Communication', 'Python', 'Tableau', 'Statistics', 'Big Data', 'Deep Learning', 'Time Management']","['Pandas', 'NumPy', 'Communication', 'Python', 'Tableau', 'Statistics', 'Big Data', 'Deep Learning', 'Time Management']",Entry Level (0-2 years)
SYN_1249,Backend Developer,"['Microservices', 'Django', 'Database Design', 'Communication', 'Python', 'API Security', 'Time Management', 'Authentication', 'Creativity', 'MongoDB', 'Spring Boot', 'Docker']",12,3-5,Synthetic,"['Microservices', 'Django', 'Database Design', 'Communication', 'Python', 'API Security', 'Time Management', 'Authentication', 'Creativity', 'MongoDB', 'Spring Boot', 'Docker']","['Microservices', 'Django', 'Database Design', 'Communication', 'Python', 'Api Security', 'Time Management', 'Authentication', 'Creativity', 'MongoDB', 'Java', 'Docker']",Mid Level (3-5 years)
SYN_1250,Cloud Engineer,"['Linux', 'Python', 'Monitoring', 'Azure', 'Google Cloud', 'Time Management', 'Adaptability', 'Teamwork', 'CloudFormation']",9,3-5,Synthetic,"['Linux', 'Python', 'Monitoring', 'Azure', 'Google Cloud', 'Time Management', 'Adaptability', 'Teamwork', 'CloudFormation']","['Linux', 'Python', 'Monitoring', 'Azure', 'Google Cloud', 'Time Management', 'Adaptability', 'Teamwork', 'Cloudformation']",Mid Level (3-5 years)
SYN_1251,Database Administrator,"['Sharding', 'Linux', 'Database Design', 'Communication', 'Monitoring', 'MySQL', 'Time Management', 'MongoDB']",8,0-2,Synthetic,"['Sharding', 'Linux', 'Database Design', 'Communication', 'Monitoring', 'MySQL', 'Time Management', 'MongoDB']","['Sharding', 'Linux', 'Database Design', 'Communication', 'Monitoring', 'SQL', 'Time Management', 'MongoDB']",Entry Level (0-2 years)
SYN_1252,Data Analyst,"['Data Warehousing', 'Problem Solving', 'Communication', 'SQL', 'Tableau', 'Reporting', 'ETL', 'Creativity', 'Business Intelligence', 'Power BI', 'Data Cleaning']",11,3-5,Synthetic,"['Data Warehousing', 'Problem Solving', 'Communication', 'SQL', 'Tableau', 'Reporting', 'ETL', 'Creativity', 'Business Intelligence', 'Power BI', 'Data Cleaning']","['Data Warehousing', 'Problem Solving', 'Communication', 'SQL', 'Tableau', 'Reporting', 'Etl', 'Creativity', 'Business Intelligence', 'Power BI', 'Data Cleaning']",Mid Level (3-5 years)
SYN_1253,Product Manager,"['Roadmapping', 'Customer Discovery', 'Problem Solving', 'Prioritization', 'Product Metrics', 'Market Research', 'Creativity', 'Adaptability', 'Stakeholder Management']",9,0-2,Synthetic,"['Roadmapping', 'Customer Discovery', 'Problem Solving', 'Prioritization', 'Product Metrics', 'Market Research', 'Creativity', 'Adaptability', 'Stakeholder Management']","['Roadmapping', 'Customer Discovery', 'Problem Solving', 'Prioritization', 'Product Metrics', 'Market Research', 'Creativity', 'Adaptability', 'Stakeholder Management']",Entry Level (0-2 years)
SYN_1254,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'JavaScript', 'Version Control', 'Creativity', 'Agile', 'Testing']",8,0-2,Synthetic,"['Debugging', 'Java', 'Problem Solving', 'JavaScript', 'Version Control', 'Creativity', 'Agile', 'Testing']","['Debugging', 'Java', 'Problem Solving', 'JavaScript', 'Git', 'Creativity', 'Agile', 'Testing']",Entry Level (0-2 years)
SYN_1255,UI/UX Designer,"['Figma', 'Photoshop', 'Communication', 'User Flows', 'Critical Thinking', 'Adobe XD', 'User Research', 'Visual Design', 'Interaction Design', 'Information Architecture', 'Teamwork']",11,0-2,Synthetic,"['Figma', 'Photoshop', 'Communication', 'User Flows', 'Critical Thinking', 'Adobe XD', 'User Research', 'Visual Design', 'Interaction Design', 'Information Architecture', 'Teamwork']","['Figma', 'Photoshop', 'Communication', 'User Flows', 'Critical Thinking', 'Adobe Xd', 'User Research', 'Visual Design', 'Interaction Design', 'Information Architecture', 'Teamwork']",Entry Level (0-2 years)
SYN_1256,IT Support Specialist,"['Linux', 'Active Directory', 'Windows', 'Leadership', 'Office 365', 'Communication', 'Customer Service', 'Ticketing Systems', 'Software Installation', 'Mobile Devices', 'Teamwork']",11,5-8,Synthetic,"['Linux', 'Active Directory', 'Windows', 'Leadership', 'Office 365', 'Communication', 'Customer Service', 'Ticketing Systems', 'Software Installation', 'Mobile Devices', 'Teamwork']","['Linux', 'Active Directory', 'Windows', 'Leadership', 'Office 365', 'Communication', 'Customer Service', 'Ticketing Systems', 'Software Installation', 'Mobile Devices', 'Teamwork']",Senior Level (5-8 years)
SYN_1257,Database Administrator,"['Scripting', 'Linux', 'Database Design', 'Communication', 'Monitoring', 'SQL', 'MySQL', 'Backup Recovery', 'Time Management']",8,0-2,Synthetic,"['Scripting', 'Linux', 'Database Design', 'Communication', 'Monitoring', 'SQL', 'MySQL', 'Backup Recovery', 'Time Management']","['Scripting', 'Linux', 'Database Design', 'Communication', 'Monitoring', 'SQL', 'Backup Recovery', 'Time Management']",Entry Level (0-2 years)
SYN_1258,Backend Developer,"['Linux', 'Communication', 'Python', 'API Security', 'Redis', 'REST APIs', 'Adaptability', 'Teamwork', 'Docker']",9,8+,Synthetic,"['Linux', 'Communication', 'Python', 'API Security', 'Redis', 'REST APIs', 'Adaptability', 'Teamwork', 'Docker']","['Linux', 'Communication', 'Python', 'Api Security', 'Redis', 'Rest Apis', 'Adaptability', 'Teamwork', 'Docker']",Lead Level (8+ years)
SYN_1259,Database Administrator,"['Sharding', 'Scripting', 'Linux', 'Replication', 'Database Design', 'Communication', 'Performance Tuning', 'SQL', 'Backup Recovery', 'MySQL', 'Adaptability', 'Database Security', 'Teamwork']",12,3-5,Synthetic,"['Sharding', 'Scripting', 'Linux', 'Replication', 'Database Design', 'Communication', 'Performance Tuning', 'SQL', 'Backup Recovery', 'MySQL', 'Adaptability', 'Database Security', 'Teamwork']","['Sharding', 'Scripting', 'Linux', 'Replication', 'Database Design', 'Communication', 'Performance Tuning', 'SQL', 'Backup Recovery', 'Adaptability', 'Database Security', 'Teamwork']",Mid Level (3-5 years)
SYN_1260,Data Scientist,"['Pandas', 'NumPy', 'Scikit-learn', 'Communication', 'Python', 'Leadership', 'Statistics', 'Big Data', 'Adaptability', 'TensorFlow']",10,0-2,Synthetic,"['Pandas', 'NumPy', 'Scikit-learn', 'Communication', 'Python', 'Leadership', 'Statistics', 'Big Data', 'Adaptability', 'TensorFlow']","['Pandas', 'NumPy', 'Scikit-Learn', 'Communication', 'Python', 'Leadership', 'Statistics', 'Big Data', 'Adaptability', 'TensorFlow']",Entry Level (0-2 years)
SYN_1261,Software Developer,"['Debugging', 'Linux', 'Java', 'Algorithms', 'SQL', 'Documentation', 'REST APIs', 'Object-Oriented Programming', 'Adaptability', 'Git', 'Data Structures', 'Teamwork']",12,0-2,Synthetic,"['Debugging', 'Linux', 'Java', 'Algorithms', 'SQL', 'Documentation', 'REST APIs', 'Object-Oriented Programming', 'Adaptability', 'Git', 'Data Structures', 'Teamwork']","['Debugging', 'Linux', 'Java', 'Algorithms', 'SQL', 'Documentation', 'Rest Apis', 'Object-Oriented Programming', 'Adaptability', 'Git', 'Data Structures', 'Teamwork']",Entry Level (0-2 years)
SYN_1262,Backend Developer,"['Linux', 'Database Design', 'SQL', 'Redis', 'API Security', 'REST APIs', 'Adaptability', 'Teamwork']",8,3-5,Synthetic,"['Linux', 'Database Design', 'SQL', 'Redis', 'API Security', 'REST APIs', 'Adaptability', 'Teamwork']","['Linux', 'Database Design', 'SQL', 'Redis', 'Api Security', 'Rest Apis', 'Adaptability', 'Teamwork']",Mid Level (3-5 years)
SYN_1263,Frontend Developer,"['Problem Solving', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Teamwork', 'Next.js', 'TypeScript', 'Vue.js', 'Testing', 'React']",10,0-2,Synthetic,"['Problem Solving', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Teamwork', 'Next.js', 'TypeScript', 'Vue.js', 'Testing', 'React']","['Problem Solving', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Teamwork', 'TypeScript', 'Vue.js', 'Testing', 'React']",Entry Level (0-2 years)
SYN_1264,Backend Developer,"['Microservices', 'Django', 'Linux', 'Database Design', 'Java', 'Communication', 'Python', 'Authentication', 'REST APIs', 'Creativity', 'Node.js', 'Docker']",12,5-8,Synthetic,"['Microservices', 'Django', 'Linux', 'Database Design', 'Java', 'Communication', 'Python', 'Authentication', 'REST APIs', 'Creativity', 'Node.js', 'Docker']","['Microservices', 'Django', 'Linux', 'Database Design', 'Java', 'Communication', 'Python', 'Authentication', 'Rest Apis', 'Creativity', 'Node.js', 'Docker']",Senior Level (5-8 years)
SYN_1265,Data Analyst,"['Data Warehousing', 'Data Cleaning', 'Problem Solving', 'Leadership', 'Python', 'Tableau', 'Statistics', 'Reporting', 'ETL', 'Creativity', 'Business Intelligence', 'Looker']",12,0-2,Synthetic,"['Data Warehousing', 'Data Cleaning', 'Problem Solving', 'Leadership', 'Python', 'Tableau', 'Statistics', 'Reporting', 'ETL', 'Creativity', 'Business Intelligence', 'Looker']","['Data Warehousing', 'Data Cleaning', 'Problem Solving', 'Leadership', 'Python', 'Tableau', 'Statistics', 'Reporting', 'Etl', 'Creativity', 'Business Intelligence', 'Looker']",Entry Level (0-2 years)
SYN_1266,Data Scientist,"['Pandas', 'NumPy', 'Python', 'Spark', 'Tableau', 'Critical Thinking', 'Time Management', 'Machine Learning', 'TensorFlow']",9,5-8,Synthetic,"['Pandas', 'NumPy', 'Python', 'Spark', 'Tableau', 'Critical Thinking', 'Time Management', 'Machine Learning', 'TensorFlow']","['Pandas', 'NumPy', 'Python', 'Spark', 'Tableau', 'Critical Thinking', 'Time Management', 'Machine Learning', 'TensorFlow']",Senior Level (5-8 years)
SYN_1267,Software Developer,"['Debugging', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'SQL', 'JavaScript', 'Time Management', 'Agile', 'Git']",10,5-8,Synthetic,"['Debugging', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'SQL', 'JavaScript', 'Time Management', 'Agile', 'Git']","['Debugging', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'SQL', 'JavaScript', 'Time Management', 'Agile', 'Git']",Senior Level (5-8 years)
