profile_id,role_category,skills,skill_count,experience_years,source
SYN_1173,Database Administrator,"['Replication', 'Scripting', 'Communication', 'SQL', 'Backup Recovery', 'Query Optimization', 'MongoDB', 'Adaptability', 'PostgreSQL', 'Teamwork']",10,0-2,Synthetic
SYN_1174,Frontend Developer,"['UI/UX Principles', 'CSS', 'Problem Solving', 'Leadership', 'Responsive Design', 'JavaScript', 'Next.js', 'HTML', 'Webpack', 'REST APIs', 'Git', 'Tailwind CSS']",12,3-5,Synthetic
SYN_1175,Data Analyst,"['Data Warehousing', 'Data Visualization', 'Excel', 'SQL', 'Tableau', 'Critical Thinking', 'Reporting', 'ETL', 'Creativity', 'Business Intelligence', 'Power BI']",11,8+,Synthetic
SYN_1176,Backend Developer,"['Linux', 'Java', 'Python', 'API Security', 'Redis', 'Time Management', 'Authentication', 'REST APIs', 'Teamwork', 'Docker']",10,3-5,Synthetic
SYN_1177,Backend Developer,"['Django', 'Node.js', 'Linux', 'Leadership', 'Critical Thinking', 'Authentication', 'Creativity', 'MongoDB', 'Spring Boot']",9,3-5,Synthetic
SYN_1178,Full Stack Developer,"['Problem Solving', 'Communication', 'Python', 'SQL', 'JavaScript', 'HTML/CSS', 'Next.js', 'REST APIs', 'TypeScript', 'Adaptability', 'Node.js', 'Tailwind CSS', 'Docker']",13,0-2,Synthetic
SYN_1179,Database Administrator,"['Sharding', 'Scripting', 'Linux', 'Leadership', 'High Availability', 'SQL', 'Backup Recovery', 'Query Optimization', 'Creativity', 'Database Security']",10,3-5,Synthetic
SYN_1180,UI/UX Designer,"['Figma', 'Photoshop', 'Prototyping', 'Problem Solving', 'Communication', 'Illustrator', 'Sketch', 'Time Management', 'Adobe XD', 'Visual Design', 'Accessibility', 'Interaction Design']",12,8+,Synthetic
SYN_1181,Data Analyst,"['Problem Solving', 'Communication', 'Excel', 'SQL', 'Statistics', 'Reporting', 'Critical Thinking', 'ETL', 'Power BI', 'Adaptability', 'Data Cleaning']",11,0-2,Synthetic
SYN_1182,Data Scientist,"['Pandas', 'NumPy', 'Scikit-learn', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Machine Learning', 'Statistics', 'Creativity', 'Adaptability', 'TensorFlow', 'Teamwork']",13,0-2,Synthetic
SYN_1183,UI/UX Designer,"['Figma', 'Photoshop', 'Prototyping', 'Communication', 'Illustrator', 'Visual Design', 'Adobe XD', 'Usability Testing', 'Creativity', 'Design Systems', 'User Flows', 'Interaction Design']",12,3-5,Synthetic
SYN_1184,Network Engineer,"['Switching', 'Network Security', 'OSPF', 'VLAN', 'Time Management', 'Critical Thinking', 'Load Balancing', 'DHCP', 'DNS', 'VPN']",10,5-8,Synthetic
SYN_1185,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'Python', 'JavaScript', 'Version Control', 'REST APIs', 'Creativity', 'Agile', 'Object-Oriented Programming']",10,3-5,Synthetic
SYN_1186,IT Support Specialist,"['Networking Basics', 'Active Directory', 'Problem Solving', 'Windows', 'Printers', 'Remote Support', 'MacOS', 'Customer Service', 'Ticketing Systems', 'Adaptability', 'Teamwork']",11,0-2,Synthetic
SYN_1187,Product Manager,"['Roadmapping', 'JIRA', 'Customer Discovery', 'Leadership', 'Communication', 'Prioritization', 'Product Metrics', 'Scrum', 'Agile', 'Adaptability', 'MVP', 'Product Strategy', 'Teamwork']",13,3-5,Synthetic
SYN_1188,Software Developer,"['Debugging', 'Java', 'SQL', 'Critical Thinking', 'Version Control', 'Documentation', 'Creativity', 'Testing', 'Git', 'Teamwork']",10,0-2,Synthetic
SYN_1189,Product Manager,"['JIRA', 'Customer Discovery', 'Communication', 'Leadership', 'Prioritization', 'Product Metrics', 'Time Management', 'Data Analysis', 'User Research', 'Agile', 'Adaptability', 'Product Strategy']",12,8+,Synthetic
SYN_1190,Data Analyst,"['Data Visualization', 'Problem Solving', 'Communication', 'Python', 'Reporting', 'Creativity', 'Power BI', 'Adaptability', 'Looker']",9,3-5,Synthetic
SYN_1191,Software Developer,"['Debugging', 'Leadership', 'Python', 'Critical Thinking', 'Documentation', 'Creativity', 'Agile', 'Testing', 'Object-Oriented Programming']",9,3-5,Synthetic
SYN_1192,IT Support Specialist,"['Active Directory', 'Hardware', 'Printers', 'Time Management', 'Software Installation', 'Documentation', 'Troubleshooting', 'Mobile Devices', 'Creativity', 'Teamwork']",10,3-5,Synthetic
SYN_1193,Cloud Engineer,"['Networking', 'Serverless', 'Problem Solving', 'Leadership', 'CI/CD', 'Python', 'Communication', 'Security', 'Docker']",9,3-5,Synthetic
SYN_1194,Frontend Developer,"['CSS', 'Problem Solving', 'Responsive Design', 'Angular', 'Critical Thinking', 'Time Management', 'REST APIs', 'Vue.js', 'Git']",9,5-8,Synthetic
SYN_1195,Frontend Developer,"['CSS', 'Communication', 'Responsive Design', 'JavaScript', 'Time Management', 'Webpack', 'TypeScript', 'Git', 'Tailwind CSS']",9,0-2,Synthetic
SYN_1196,Backend Developer,"['Microservices', 'Django', 'Linux', 'Database Design', 'Communication', 'Python', 'API Security', 'SQL', 'REST APIs', 'Creativity', 'Teamwork']",11,5-8,Synthetic
SYN_1197,DevOps Engineer,"['Bash', 'Scripting', 'Linux', 'Problem Solving', 'Communication', 'CI/CD', 'Python', 'Kubernetes', 'Ansible']",9,3-5,Synthetic
SYN_1198,Cybersecurity Analyst,"['Vulnerability Scanning', 'SIEM', 'Linux', 'ISO 27001', 'Python', 'Communication', 'Network Security', 'NIST', 'Creativity', 'Security Audits', 'Penetration Testing', 'Wireshark']",12,3-5,Synthetic
SYN_1199,Cybersecurity Analyst,"['Vulnerability Scanning', 'SIEM', 'Risk Assessment', 'Communication', 'Network Security', 'Critical Thinking', 'Firewalls', 'Security Audits', 'Adaptability', 'Penetration Testing']",10,5-8,Synthetic
SYN_1200,Frontend Developer,"['UI/UX Principles', 'Problem Solving', 'Responsive Design', 'Angular', 'Teamwork', 'REST APIs', 'HTML', 'Vue.js', 'Adaptability', 'Git', 'Tailwind CSS']",11,3-5,Synthetic
SYN_1201,DevOps Engineer,"['AWS', 'Bash', 'Leadership', 'Jenkins', 'Prometheus', 'Python', 'Monitoring', 'Creativity', 'Ansible', 'Teamwork', 'Docker']",11,3-5,Synthetic
SYN_1202,Mobile Developer,"['iOS', 'Java', 'Flutter', 'Kotlin', 'Problem Solving', 'Leadership', 'Firebase', 'Mobile UI']",8,3-5,Synthetic
SYN_1203,Product Manager,"['Roadmapping', 'JIRA', 'Problem Solving', 'Leadership', 'Prioritization', 'Product Metrics', 'User Research', 'Market Research', 'Creativity', 'Adaptability', 'MVP', 'Product Strategy']",12,5-8,Synthetic
SYN_1204,Software Developer,"['Debugging', 'Python', 'SQL', 'JavaScript', 'Critical Thinking', 'Version Control', 'Time Management', 'Documentation', 'REST APIs', 'Object-Oriented Programming', 'Agile', 'Adaptability', 'Data Structures']",13,0-2,Synthetic
SYN_1205,Frontend Developer,"['Leadership', 'Communication', 'JavaScript', 'REST APIs', 'HTML', 'Vue.js', 'Adaptability', 'Testing', 'React']",9,5-8,Synthetic
SYN_1206,Frontend Developer,"['UI/UX Principles', 'Leadership', 'Responsive Design', 'JavaScript', 'Webpack', 'REST APIs', 'TypeScript', 'Creativity', 'Testing', 'React']",10,0-2,Synthetic
SYN_1207,Database Administrator,"['Linux', 'Leadership', 'High Availability', 'Performance Tuning', 'Critical Thinking', 'MySQL', 'Time Management', 'Query Optimization', 'PostgreSQL']",9,8+,Synthetic
SYN_1208,Cybersecurity Analyst,"['Problem Solving', 'ISO 27001', 'Python', 'Network Security', 'Critical Thinking', 'NIST', 'Incident Response', 'Cryptography', 'Penetration Testing', 'Teamwork', 'Wireshark']",11,8+,Synthetic
SYN_1209,Frontend Developer,"['CSS', 'Communication', 'Problem Solving', 'Critical Thinking', 'TypeScript', 'Vue.js', 'Testing', 'Git', 'Tailwind CSS']",9,3-5,Synthetic
SYN_1210,Software Developer,"['Java', 'Communication', 'Algorithms', 'JavaScript', 'SQL', 'Critical Thinking', 'Documentation', 'REST APIs', 'Git', 'Object-Oriented Programming']",10,5-8,Synthetic
SYN_1211,Product Manager,"['Roadmapping', 'JIRA', 'Customer Discovery', 'Leadership', 'Communication', 'Data Analysis', 'Market Research', 'Scrum', 'Adaptability', 'MVP', 'Stakeholder Management']",11,5-8,Synthetic
SYN_1212,Network Engineer,"['DNS', 'Network Security', 'VLAN', 'DHCP', 'Creativity', 'Adaptability', 'BGP', 'Wireshark']",8,5-8,Synthetic
SYN_1213,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'Python', 'Algorithms', 'JavaScript', 'Version Control', 'Documentation', 'Agile', 'Adaptability', 'Object-Oriented Programming', 'Teamwork']",12,5-8,Synthetic
SYN_1214,Data Scientist,"['A/B Testing', 'Data Visualization', 'Pandas', 'NumPy', 'Problem Solving', 'Communication', 'Python', 'Machine Learning', 'Adaptability']",9,5-8,Synthetic
SYN_1215,Backend Developer,"['Linux', 'Database Design', 'Problem Solving', 'Python', 'API Security', 'REST APIs', 'Authentication', 'Creativity', 'MongoDB', 'Docker']",10,3-5,Synthetic
SYN_1216,IT Support Specialist,"['Networking Basics', 'Hardware', 'Windows', 'Problem Solving', 'MacOS', 'Customer Service', 'Critical Thinking', 'Time Management', 'Software Installation', 'Troubleshooting', 'Mobile Devices']",11,5-8,Synthetic
SYN_1217,Product Manager,"['JIRA', 'Customer Discovery', 'Problem Solving', 'Leadership', 'Prioritization', 'Time Management', 'Data Analysis', 'MVP']",8,5-8,Synthetic
SYN_1218,Database Administrator,"['Sharding', 'Scripting', 'Leadership', 'High Availability', 'Performance Tuning', 'Monitoring', 'SQL', 'MySQL', 'Backup Recovery', 'Query Optimization', 'Adaptability', 'Database Security']",12,8+,Synthetic
SYN_1219,DevOps Engineer,"['Scripting', 'Leadership', 'CI/CD', 'Monitoring', 'Critical Thinking', 'Terraform', 'Adaptability', 'Git', 'Docker']",9,0-2,Synthetic
SYN_1220,Backend Developer,"['Django', 'Node.js', 'Database Design', 'Communication', 'SQL', 'Critical Thinking', 'Authentication', 'Creativity', 'Spring Boot', 'Docker']",10,0-2,Synthetic
SYN_1221,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'Leadership', 'Algorithms', 'JavaScript', 'Version Control', 'Documentation', 'REST APIs', 'Adaptability', 'Git']",11,3-5,Synthetic
SYN_1222,Product Manager,"['Stakeholder Management', 'Leadership', 'Communication', 'Product Metrics', 'Time Management', 'Data Analysis', 'User Research', 'Agile', 'MVP', 'Product Strategy']",10,3-5,Synthetic
SYN_1223,Cybersecurity Analyst,"['SIEM', 'Compliance', 'Risk Assessment', 'Python', 'ISO 27001', 'Communication', 'Network Security', 'Security Audits', 'NIST', 'Creativity', 'Cryptography', 'Wireshark']",12,3-5,Synthetic
SYN_1224,Data Analyst,"['Problem Solving', 'Communication', 'Python', 'Excel', 'Tableau', 'Reporting', 'Time Management', 'Creativity', 'Business Intelligence', 'Power BI', 'Data Cleaning']",11,8+,Synthetic
SYN_1225,Data Scientist,"['Pandas', 'NumPy', 'PyTorch', 'SQL', 'Tableau', 'Time Management', 'Creativity', 'TensorFlow', 'Teamwork']",9,5-8,Synthetic
SYN_1226,Frontend Developer,"['JavaScript', 'Teamwork', 'Time Management', 'HTML', 'TypeScript', 'Vue.js', 'Testing', 'Tailwind CSS']",8,8+,Synthetic
SYN_1227,Cloud Engineer,"['Leadership', 'Monitoring', 'Teamwork', 'Time Management', 'Terraform', 'Kubernetes', 'CloudFormation', 'Infrastructure as Code', 'Docker']",9,0-2,Synthetic
SYN_1228,Software Developer,"['Debugging', 'Linux', 'Leadership', 'Algorithms', 'Critical Thinking', 'Version Control', 'REST APIs', 'Adaptability', 'Testing', 'Data Structures']",10,3-5,Synthetic
SYN_1229,Full Stack Developer,"['Python', 'JavaScript', 'Critical Thinking', 'HTML/CSS', 'TypeScript', 'Adaptability', 'Git', 'Docker']",8,3-5,Synthetic
SYN_1230,Software Developer,"['Leadership', 'Python', 'Algorithms', 'JavaScript', 'Version Control', 'Time Management', 'Documentation', 'Creativity', 'Testing', 'Git', 'Object-Oriented Programming']",11,0-2,Synthetic
SYN_1231,QA Tester,"['JIRA', 'Test Automation', 'Manual Testing', 'Communication', 'SQL', 'Test Planning', 'Agile Testing', 'Adaptability', 'Git', 'Performance Testing', 'Cypress']",11,0-2,Synthetic
SYN_1232,Mobile Developer,"['Mobile UI', 'Android', 'Kotlin', 'Leadership', 'Problem Solving', 'Firebase', 'REST APIs', 'Adaptability', 'Testing', 'React Native', 'UX Design']",11,8+,Synthetic
SYN_1233,Backend Developer,"['Java', 'Communication', 'Python', 'Leadership', 'Redis', 'Authentication', 'Spring Boot', 'Node.js']",8,3-5,Synthetic
SYN_1234,Cloud Engineer,"['Networking', 'Serverless', 'AWS', 'Linux', 'Azure', 'Google Cloud', 'Monitoring', 'Teamwork', 'Time Management', 'Terraform', 'Security', 'Infrastructure as Code']",12,5-8,Synthetic
SYN_1235,QA Tester,"['API Testing', 'JIRA', 'Problem Solving', 'Test Automation', 'Jenkins', 'Regression Testing', 'Leadership', 'SQL', 'Agile Testing', 'Adaptability', 'Bug Tracking']",11,0-2,Synthetic
SYN_1236,DevOps Engineer,"['AWS', 'Jenkins', 'Critical Thinking', 'Terraform', 'Adaptability', 'Creativity', 'Kubernetes', 'Git', 'Docker']",9,0-2,Synthetic
SYN_1237,Frontend Developer,"['UI/UX Principles', 'CSS', 'Problem Solving', 'Angular', 'Next.js', 'Time Management', 'Webpack', 'REST APIs', 'Creativity', 'Git', 'Tailwind CSS']",11,0-2,Synthetic
SYN_1238,Database Administrator,"['Scripting', 'Linux', 'Database Design', 'Leadership', 'Monitoring', 'SQL', 'PostgreSQL', 'MySQL', 'Query Optimization', 'Creativity', 'Database Security']",11,3-5,Synthetic
SYN_1239,Data Scientist,"['Pandas', 'Data Visualization', 'Scikit-learn', 'Spark', 'Tableau', 'Deep Learning', 'Big Data', 'Machine Learning', 'Statistics', 'Time Management', 'Creativity']",11,5-8,Synthetic
SYN_1240,Mobile Developer,"['Java', 'Kotlin', 'Flutter', 'Leadership', 'Communication', 'App Store Deployment', 'Swift', 'Creativity', 'Mobile UI', 'UX Design']",10,5-8,Synthetic
SYN_1241,Cybersecurity Analyst,"['Vulnerability Scanning', 'Risk Assessment', 'Python', 'Leadership', 'Communication', 'Security Audits', 'Time Management', 'Firewalls', 'Cryptography', 'Wireshark']",10,3-5,Synthetic
SYN_1242,DevOps Engineer,"['Scripting', 'Communication', 'Python', 'CI/CD', 'Prometheus', 'Monitoring', 'Time Management', 'Kubernetes', 'Grafana', 'Git', 'Teamwork']",11,8+,Synthetic
SYN_1243,Frontend Developer,"['UI/UX Principles', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Critical Thinking', 'HTML', 'Webpack', 'TypeScript', 'REST APIs', 'Creativity', 'Vue.js']",12,0-2,Synthetic
SYN_1244,Data Analyst,"['Problem Solving', 'Communication', 'Excel', 'Statistics', 'Reporting', 'Critical Thinking', 'ETL', 'Power BI', 'Adaptability', 'Data Cleaning', 'Teamwork']",11,5-8,Synthetic
SYN_1245,Database Administrator,"['Replication', 'Scripting', 'Database Design', 'Leadership', 'Monitoring', 'MySQL', 'Query Optimization', 'Creativity', 'MongoDB', 'PostgreSQL', 'Teamwork']",11,0-2,Synthetic
SYN_1246,Software Developer,"['Linux', 'Debugging', 'Problem Solving', 'Algorithms', 'SQL', 'JavaScript', 'Time Management', 'REST APIs', 'Agile', 'Data Structures', 'Testing', 'Object-Oriented Programming']",12,5-8,Synthetic
SYN_1247,Cybersecurity Analyst,"['SIEM', 'Vulnerability Scanning', 'Linux', 'Compliance', 'ISO 27001', 'Python', 'Network Security', 'Time Management', 'Firewalls', 'Penetration Testing', 'Teamwork']",11,3-5,Synthetic
SYN_1248,Data Scientist,"['Pandas', 'NumPy', 'Communication', 'Python', 'Tableau', 'Statistics', 'Big Data', 'Deep Learning', 'Time Management']",9,0-2,Synthetic
SYN_1249,Backend Developer,"['Microservices', 'Django', 'Database Design', 'Communication', 'Python', 'API Security', 'Time Management', 'Authentication', 'Creativity', 'MongoDB', 'Spring Boot', 'Docker']",12,3-5,Synthetic
SYN_1250,Cloud Engineer,"['Linux', 'Python', 'Monitoring', 'Azure', 'Google Cloud', 'Time Management', 'Adaptability', 'Teamwork', 'CloudFormation']",9,3-5,Synthetic
SYN_1251,Database Administrator,"['Sharding', 'Linux', 'Database Design', 'Communication', 'Monitoring', 'MySQL', 'Time Management', 'MongoDB']",8,0-2,Synthetic
SYN_1252,Data Analyst,"['Data Warehousing', 'Problem Solving', 'Communication', 'SQL', 'Tableau', 'Reporting', 'ETL', 'Creativity', 'Business Intelligence', 'Power BI', 'Data Cleaning']",11,3-5,Synthetic
SYN_1253,Product Manager,"['Roadmapping', 'Customer Discovery', 'Problem Solving', 'Prioritization', 'Product Metrics', 'Market Research', 'Creativity', 'Adaptability', 'Stakeholder Management']",9,0-2,Synthetic
SYN_1254,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'JavaScript', 'Version Control', 'Creativity', 'Agile', 'Testing']",8,0-2,Synthetic
SYN_1255,UI/UX Designer,"['Figma', 'Photoshop', 'Communication', 'User Flows', 'Critical Thinking', 'Adobe XD', 'User Research', 'Visual Design', 'Interaction Design', 'Information Architecture', 'Teamwork']",11,0-2,Synthetic
SYN_1256,IT Support Specialist,"['Linux', 'Active Directory', 'Windows', 'Leadership', 'Office 365', 'Communication', 'Customer Service', 'Ticketing Systems', 'Software Installation', 'Mobile Devices', 'Teamwork']",11,5-8,Synthetic
SYN_1257,Database Administrator,"['Scripting', 'Linux', 'Database Design', 'Communication', 'Monitoring', 'SQL', 'MySQL', 'Backup Recovery', 'Time Management']",9,0-2,Synthetic
SYN_1258,Backend Developer,"['Linux', 'Communication', 'Python', 'API Security', 'Redis', 'REST APIs', 'Adaptability', 'Teamwork', 'Docker']",9,8+,Synthetic
SYN_1259,Database Administrator,"['Sharding', 'Scripting', 'Linux', 'Replication', 'Database Design', 'Communication', 'Performance Tuning', 'SQL', 'Backup Recovery', 'MySQL', 'Adaptability', 'Database Security', 'Teamwork']",13,3-5,Synthetic
SYN_1260,Data Scientist,"['Pandas', 'NumPy', 'Scikit-learn', 'Communication', 'Python', 'Leadership', 'Statistics', 'Big Data', 'Adaptability', 'TensorFlow']",10,0-2,Synthetic
SYN_1261,Software Developer,"['Debugging', 'Linux', 'Java', 'Algorithms', 'SQL', 'Documentation', 'REST APIs', 'Object-Oriented Programming', 'Adaptability', 'Git', 'Data Structures', 'Teamwork']",12,0-2,Synthetic
SYN_1262,Backend Developer,"['Linux', 'Database Design', 'SQL', 'Redis', 'API Security', 'REST APIs', 'Adaptability', 'Teamwork']",8,3-5,Synthetic
SYN_1263,Frontend Developer,"['Problem Solving', 'Leadership', 'Responsive Design', 'JavaScript', 'Angular', 'Teamwork', 'Next.js', 'TypeScript', 'Vue.js', 'Testing', 'React']",11,0-2,Synthetic
SYN_1264,Backend Developer,"['Microservices', 'Django', 'Linux', 'Database Design', 'Java', 'Communication', 'Python', 'Authentication', 'REST APIs', 'Creativity', 'Node.js', 'Docker']",12,5-8,Synthetic
SYN_1265,Data Analyst,"['Data Warehousing', 'Data Cleaning', 'Problem Solving', 'Leadership', 'Python', 'Tableau', 'Statistics', 'Reporting', 'ETL', 'Creativity', 'Business Intelligence', 'Looker']",12,0-2,Synthetic
SYN_1266,Data Scientist,"['Pandas', 'NumPy', 'Python', 'Spark', 'Tableau', 'Critical Thinking', 'Time Management', 'Machine Learning', 'TensorFlow']",9,5-8,Synthetic
SYN_1267,Software Developer,"['Debugging', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'SQL', 'JavaScript', 'Time Management', 'Agile', 'Git']",10,5-8,Synthetic
SYN_1268,Software Developer,"['Debugging', 'Java', 'Problem Solving', 'Leadership', 'Algorithms', 'JavaScript', 'Version Control', 'Documentation', 'REST APIs', 'Creativity', 'Agile', 'Git']",12,3-5,Synthetic
SYN_1269,IT Support Specialist,"['Networking Basics', 'Hardware', 'Windows', 'Communication', 'Customer Service', 'Ticketing Systems', 'Critical Thinking', 'Software Installation', 'Mobile Devices']",9,0-2,Synthetic
SYN_1270,Database Administrator,"['Sharding', 'Linux', 'Database Design', 'Leadership', 'Performance Tuning', 'Monitoring', 'Critical Thinking', 'Backup Recovery', 'Query Optimization', 'MongoDB', 'Adaptability', 'Database Security']",12,5-8,Synthetic
SYN_1271,DevOps Engineer,"['AWS', 'Linux', 'Jenkins', 'Time Management', 'Adaptability', 'Kubernetes', 'Ansible', 'Grafana', 'Docker']",9,0-2,Synthetic
SYN_1272,Mobile Developer,"['Android', 'Java', 'API Integration', 'Flutter', 'Kotlin', 'Communication', 'Git', 'Problem Solving', 'REST APIs', 'Swift', 'Testing', 'React Native']",12,3-5,Synthetic
SYN_1273,Data Scientist,"['A/B Testing', 'Scikit-learn', 'Problem Solving', 'Python', 'SQL', 'Spark', 'Deep Learning', 'Tableau', 'Statistics', 'Critical Thinking', 'Time Management', 'TensorFlow']",12,3-5,Synthetic
SYN_1274,Data Scientist,"['Scikit-learn', 'Leadership', 'Python', 'SQL', 'Statistics', 'Time Management', 'Machine Learning', 'TensorFlow']",8,0-2,Synthetic
SYN_1275,Database Administrator,"['Sharding', 'Linux', 'PostgreSQL', 'MySQL', 'Time Management', 'Query Optimization', 'Database Security', 'Teamwork']",8,3-5,Synthetic
SYN_1276,Data Analyst,"['Data Warehousing', 'Problem Solving', 'Communication', 'Python', 'Excel', 'Leadership', 'SQL', 'Statistics', 'Reporting', 'Power BI', 'Teamwork']",11,3-5,Synthetic
SYN_1277,Data Analyst,"['Problem Solving', 'Communication', 'Python', 'Excel', 'Statistics', 'Business Intelligence', 'Power BI', 'Adaptability', 'Data Cleaning']",9,5-8,Synthetic
SYN_1278,UI/UX Designer,"['Wireframing', 'Photoshop', 'Leadership', 'Illustrator', 'Visual Design', 'Design Systems', 'Adobe XD', 'Adaptability', 'Creativity', 'Usability Testing', 'Interaction Design', 'Accessibility', 'Information Architecture']",13,8+,Synthetic
SYN_1279,Data Scientist,"['Pandas', 'Scikit-learn', 'Python', 'PyTorch', 'Statistics', 'Time Management', 'TensorFlow', 'Teamwork']",8,3-5,Synthetic
SYN_1280,Software Developer,"['Debugging', 'Leadership', 'Version Control', 'Documentation', 'REST APIs', 'Data Structures', 'Testing', 'Object-Oriented Programming', 'Teamwork']",9,3-5,Synthetic
SYN_1281,UI/UX Designer,"['Figma', 'Prototyping', 'Communication', 'User Flows', 'Creativity', 'Usability Testing', 'Interaction Design', 'Adaptability', 'Information Architecture']",9,0-2,Synthetic
SYN_1282,Network Engineer,"['Network Monitoring', 'Switching', 'Communication', 'Routing', 'Network Security', 'VLAN', 'Time Management', 'DHCP', 'Firewalls', 'BGP', 'Creativity', 'DNS']",12,3-5,Synthetic
SYN_1283,Data Scientist,"['A/B Testing', 'Data Visualization', 'NumPy', 'Leadership', 'PyTorch', 'Spark', 'SQL', 'Deep Learning', 'Big Data', 'Machine Learning', 'Critical Thinking', 'Creativity', 'TensorFlow']",13,5-8,Synthetic
SYN_1284,Cloud Engineer,"['AWS', 'Networking', 'Linux', 'Problem Solving', 'Leadership', 'Python', 'Communication', 'Kubernetes', 'CloudFormation', 'Docker']",10,0-2,Synthetic
SYN_1285,Data Analyst,"['Problem Solving', 'Communication', 'Leadership', 'Tableau', 'Statistics', 'Time Management', 'ETL', 'Business Intelligence', 'Looker']",9,0-2,Synthetic
SYN_1286,Cybersecurity Analyst,"['SIEM', 'Linux', 'Compliance', 'ISO 27001', 'Python', 'Risk Assessment', 'Communication', 'Network Security', 'Time Management', 'NIST', 'Security Audits', 'Penetration Testing']",12,0-2,Synthetic
SYN_1287,DevOps Engineer,"['AWS', 'Bash', 'Scripting', 'CI/CD', 'Prometheus', 'Python', 'Terraform', 'Adaptability', 'Grafana', 'Teamwork', 'Ansible']",11,3-5,Synthetic
SYN_1288,Network Engineer,"['TCP/IP', 'Cisco', 'Network Security', 'VLAN', 'Critical Thinking', 'Adaptability', 'DNS', 'VPN']",8,3-5,Synthetic
SYN_1289,IT Support Specialist,"['Networking Basics', 'Active Directory', 'Linux', 'Hardware', 'Windows', 'Communication', 'Office 365', 'Remote Support', 'Leadership', 'Customer Service', 'Troubleshooting', 'Mobile Devices']",12,3-5,Synthetic
SYN_1290,Database Administrator,"['Scripting', 'Leadership', 'High Availability', 'Performance Tuning', 'SQL', 'Backup Recovery', 'Query Optimization', 'Adaptability', 'Database Security']",9,0-2,Synthetic
SYN_1291,Cloud Engineer,"['Serverless', 'Linux', 'Leadership', 'Monitoring', 'Google Cloud', 'Azure', 'Teamwork', 'Time Management', 'Docker', 'Security', 'Infrastructure as Code', 'CloudFormation']",12,0-2,Synthetic
SYN_1292,DevOps Engineer,"['Bash', 'Linux', 'Prometheus', 'Python', 'Monitoring', 'Adaptability', 'Grafana', 'Teamwork']",8,5-8,Synthetic
SYN_1293,Data Scientist,"['Data Visualization', 'Pandas', 'NumPy', 'Problem Solving', 'Leadership', 'Python', 'Spark', 'Tableau', 'Statistics', 'Deep Learning', 'Machine Learning', 'TensorFlow']",12,8+,Synthetic
SYN_1294,Cloud Engineer,"['AWS', 'Serverless', 'CI/CD', 'Python', 'Azure', 'Critical Thinking', 'Time Management', 'Terraform', 'Docker', 'Kubernetes', 'Security', 'CloudFormation']",12,0-2,Synthetic
SYN_1295,Frontend Developer,"['CSS', 'Leadership', 'JavaScript', 'HTML', 'Webpack', 'Creativity', 'Adaptability', 'Testing', 'React', 'Tailwind CSS']",10,0-2,Synthetic
SYN_1296,DevOps Engineer,"['Bash', 'CI/CD', 'Monitoring', 'Terraform', 'Docker', 'Adaptability', 'Creativity', 'Kubernetes', 'Ansible']",9,0-2,Synthetic
SYN_1297,Network Engineer,"['Network Monitoring', 'Switching', 'Problem Solving', 'Network Security', 'VLAN', 'TCP/IP', 'Creativity', 'DNS', 'VPN', 'Wireshark']",10,5-8,Synthetic
SYN_1298,Software Developer,"['Linux', 'Java', 'JavaScript', 'SQL', 'Version Control', 'Time Management', 'Adaptability', 'Data Structures', 'Testing', 'Git', 'Object-Oriented Programming']",11,8+,Synthetic
SYN_1299,Full Stack Developer,"['Communication', 'Python', 'JavaScript', 'SQL', 'Teamwork', 'Next.js', 'HTML/CSS', 'Express.js', 'TypeScript', 'Adaptability', 'Node.js', 'Tailwind CSS', 'Docker']",13,3-5,Synthetic
SYN_1300,Software Developer,"['Debugging', 'Linux', 'Communication', 'Version Control', 'Documentation', 'Creativity', 'Agile', 'Data Structures', 'Teamwork']",9,0-2,Synthetic
SYN_1301,Frontend Developer,"['UI/UX Principles', 'CSS', 'Communication', 'Teamwork', 'HTML', 'REST APIs', 'TypeScript', 'Creativity', 'Vue.js', 'Tailwind CSS']",10,0-2,Synthetic
SYN_1302,Data Analyst,"['Data Warehousing', 'Problem Solving', 'Python', 'Excel', 'SQL', 'Statistics', 'ETL', 'Creativity', 'Business Intelligence', 'Looker', 'Data Cleaning']",11,0-2,Synthetic
SYN_1303,Data Analyst,"['Data Visualization', 'Communication', 'Leadership', 'SQL', 'Tableau', 'Statistics', 'Creativity', 'Business Intelligence']",8,0-2,Synthetic
SYN_1304,Product Manager,"['Roadmapping', 'JIRA', 'Customer Discovery', 'Stakeholder Management', 'Prioritization', 'Critical Thinking', 'Time Management', 'Market Research', 'Scrum', 'Creativity', 'MVP', 'Product Strategy']",12,3-5,Synthetic
SYN_1305,Backend Developer,"['Microservices', 'Linux', 'Java', 'API Security', 'Critical Thinking', 'Authentication', 'Creativity', 'Teamwork', 'Docker']",9,0-2,Synthetic
